ClientID,ClientName,TargetCity,Industry,PanelType,CampaignType,StartDate,MessagesSent,DeliveryRate,OpenRate,ClickRate,ResponseRate,Conversions,Revenue,DatabaseSize,RepeatClient
CL00193,Client_193,Kolkata,Salons,WhatsApp Panel,Lead Nurturing,15-04-2024,30984,0.91,0.73,0.21,0.11,33,45276,16673,No
CL00194,Client_194,Pune,IT Companies,WhatsApp Panel,Bulk Broadcast,09-06-2024,7946,0.75,0.62,0.22,0.01,6,10674,14915,No
CL00195,Client_195,Hyderabad,Startups,SMS Panel,Lead Nurturing,07-04-2024,39826,0.8,,,0.11,14,16800,34904,No
CL00196,Client_196,Delhi,Coaching Centers,WhatsApp Panel,Retargeting,29-12-2024,2213,0.94,0.57,0.03,0.05,6,7572,12007,Yes
CL00197,Client_197,Delhi,Coaching Centers,SMS Panel,Lead Nurturing,19-11-2024,29817,0.88,,,0.05,29,35206,4640,Yes
CL00198,Client_198,Chennai,Hotels,Email Panel,Lead Nurturing,20-09-2024,2499,0.93,0.34,0.11,0.09,3,1173,2114,No
CL00199,Client_199,Hyderabad,Hotels,Meta Verified API,Targeted,24-06-2024,14689,0.88,0.76,0.07,0.14,10,11100,44134,No
CL00200,Client_200,Hyderabad,Hospitals,Email Panel,Targeted,01-12-2024,43025,0.79,0.57,0.04,0.09,25,46100,43858,Yes
CL00201,Client_201,Pune,Gyms,Meta Verified API,Bulk Broadcast,06-07-2024,14292,0.71,0.58,0.23,0.15,12,14100,8022,Yes
CL00202,Client_202,Hyderabad,Retail Shops,Meta Verified API,Bulk Broadcast,22-04-2024,21777,0.92,0.29,0.02,0.06,19,8911,30965,No
CL00203,Client_203,Jaipur,Real Estate,SMS Panel,Bulk Broadcast,08-12-2024,30128,0.9,,,0.07,25,19850,7735,No
CL00204,Client_204,Pune,Hotels,SMS Panel,Retargeting,27-12-2024,26989,0.82,,,0.07,10,8290,33717,No
CL00205,Client_205,Delhi,Salons,SMS Panel,Lead Nurturing,11-07-2024,39704,0.9,,,0.04,8,8528,34489,Yes
CL00206,Client_206,Bhubaneswar,Hospitals,SMS Panel,Bulk Broadcast,26-08-2024,43035,0.89,,,0.05,60,118620,31386,Yes
CL00207,Client_207,Pune,Hospitals,WhatsApp Panel,Bulk Broadcast,14-06-2024,41742,0.97,0.54,0.15,0.07,29,12615,7589,No
CL00208,Client_208,Bangalore,Salons,WhatsApp Panel,Bulk Broadcast,14-06-2024,11021,0.82,0.69,0.09,0.04,1,1501,15624,No
CL00209,Client_209,Ahmedabad,Real Estate,Email Panel,Retargeting,19-04-2024,47724,0.81,0.66,0.14,0.15,20,30460,40470,No
CL00210,Client_210,Bangalore,Schools,Meta Verified API,Lead Nurturing,23-12-2024,42872,0.93,0.71,0.25,0.12,44,60940,40022,No
CL00211,Client_211,Hyderabad,Hospitals,Meta Verified API,Bulk Broadcast,27-12-2024,21302,0.97,0.65,0.21,0.08,2,934,27299,No
CL00212,Client_212,Mumbai,Salons,Email Panel,Lead Nurturing,18-05-2024,47875,0.9,0.5,0.06,0.08,7,10752,25268,No
CL00213,Client_213,Mumbai,Hotels,Meta Verified API,Targeted,03-11-2024,4612,0.78,0.61,0.1,0.07,0,0,26735,No
CL00214,Client_214,Jaipur,Hospitals,WhatsApp Panel,Targeted,02-04-2024,41807,0.81,0.48,0.12,0.05,33,63723,21960,No
CL00215,Client_215,Jaipur,Salons,Email Panel,Lead Nurturing,24-06-2024,41545,0.71,0.42,0.04,0.04,59,58646,40102,Yes
CL00216,Client_216,Delhi,Schools,WhatsApp Panel,Lead Nurturing,29-10-2024,9053,0.88,0.63,0.15,0.01,5,6060,1614,No
CL00217,Client_217,Kolkata,Schools,Email Panel,Retargeting,13-09-2024,15088,0.73,0.37,0.02,0.02,6,9600,17105,No
CL00218,Client_218,Bhubaneswar,Hospitals,SMS Panel,Bulk Broadcast,23-12-2024,1438,0.86,,,0.11,1,1932,44001,Yes
CL00219,Client_219,Chennai,Retail Shops,Email Panel,Retargeting,19-10-2024,25368,0.75,0.27,0.07,0.11,5,9440,23858,No
CL00220,Client_220,Ahmedabad,Hospitals,Meta Verified API,Lead Nurturing,05-03-2024,49513,0.72,0.45,0.13,0.13,62,89590,14161,No
CL00221,Client_221,Kolkata,Schools,SMS Panel,Targeted,21-12-2024,48367,0.94,,,0.02,69,54303,42200,No
CL00222,Client_222,Hyderabad,IT Companies,WhatsApp Panel,Lead Nurturing,27-07-2024,28773,0.85,0.63,0.05,0.02,8,2656,25570,Yes
CL00223,Client_223,Bhubaneswar,Gyms,Email Panel,Targeted,18-12-2024,3256,0.95,0.41,0.16,0.06,2,1906,2715,No
CL00224,Client_224,Pune,Gyms,Email Panel,Targeted,27-08-2024,28346,0.89,0.53,0.13,0.11,21,23247,32380,No
CL00225,Client_225,Bangalore,Coaching Centers,Email Panel,Targeted,29-08-2024,33285,0.98,0.68,0.08,0.11,1,575,13649,No
CL00226,Client_226,Delhi,Startups,WhatsApp Panel,Targeted,18-01-2024,13730,0.77,0.44,0.16,0.11,15,25875,33887,Yes
CL00227,Client_227,Delhi,Gyms,Meta Verified API,Lead Nurturing,25-06-2024,31503,0.8,0.42,0.17,0.02,46,28428,2540,Yes
CL00228,Client_228,Jaipur,Schools,SMS Panel,Lead Nurturing,21-07-2024,9822,0.95,,,0.14,5,5915,19036,No
CL00229,Client_229,Pune,Schools,Meta Verified API,Bulk Broadcast,30-03-2024,46144,0.87,0.74,0.09,0.1,49,71344,41791,No
CL00230,Client_230,Ahmedabad,Real Estate,Email Panel,Bulk Broadcast,20-06-2024,39540,0.91,0.77,0.09,0.04,51,31926,23816,No
CL00231,Client_231,Ahmedabad,Schools,SMS Panel,Bulk Broadcast,05-03-2024,9920,0.84,,,0.04,12,10200,6339,No
CL00232,Client_232,Jaipur,Coaching Centers,Meta Verified API,Retargeting,21-08-2024,17708,0.85,0.44,0.11,0.03,17,31569,32749,No
CL00233,Client_233,Bhubaneswar,Real Estate,SMS Panel,Retargeting,06-02-2024,41381,0.77,,,0.1,25,44900,33041,No
CL00234,Client_234,Hyderabad,Retail Shops,SMS Panel,Bulk Broadcast,29-09-2024,36999,0.74,,,0.15,22,21670,8701,No
CL00235,Client_235,Chennai,Salons,Email Panel,Bulk Broadcast,30-03-2024,37450,0.72,0.29,0.07,0.06,36,33480,33434,Yes
CL00236,Client_236,Chennai,Schools,Email Panel,Targeted,14-12-2024,36253,0.88,0.64,0.07,0.03,5,4020,5731,Yes
CL00237,Client_237,Pune,Hospitals,Meta Verified API,Bulk Broadcast,07-09-2024,18657,0.89,0.52,0.18,0.12,21,12285,4544,No
CL00238,Client_238,Jaipur,Gyms,Meta Verified API,Targeted,26-09-2024,33370,0.76,0.28,0.04,0.02,36,17640,36591,No
CL00239,Client_239,Kolkata,Salons,SMS Panel,Lead Nurturing,06-02-2024,43232,0.71,,,0.03,28,32088,11220,Yes
CL00240,Client_240,Bhubaneswar,Retail Shops,Email Panel,Targeted,14-06-2024,2789,0.74,0.66,0.26,0.01,5,9960,38529,No
CL00241,Client_241,Pune,Hotels,Email Panel,Lead Nurturing,06-08-2024,15584,0.95,0.54,0.12,0.08,12,11436,41310,No
CL00242,Client_242,Pune,Coaching Centers,Email Panel,Targeted,19-03-2024,36810,0.71,0.34,0.1,0.04,41,56867,24095,Yes
CL00243,Client_243,Hyderabad,Schools,WhatsApp Panel,Lead Nurturing,03-04-2024,11842,0.95,0.39,0.11,0.13,19,37297,25287,No
CL00244,Client_244,Kolkata,Real Estate,WhatsApp Panel,Bulk Broadcast,27-01-2024,5121,0.84,0.56,0.2,0.09,2,3516,44317,No
CL00245,Client_245,Bhubaneswar,Salons,Meta Verified API,Lead Nurturing,16-02-2024,24389,0.9,0.64,0.08,0.1,17,28135,2613,No
CL00246,Client_246,Hyderabad,Real Estate,SMS Panel,Lead Nurturing,08-04-2024,16030,0.73,,,0.1,16,9568,1970,Yes
CL00247,Client_247,Ahmedabad,Gyms,Email Panel,Targeted,14-02-2024,23215,0.98,0.53,0.19,0.12,23,28336,42773,No
CL00248,Client_248,Delhi,IT Companies,Email Panel,Lead Nurturing,23-03-2024,8532,0.95,0.52,0.09,0.1,13,23218,18463,No
CL00249,Client_249,Mumbai,Salons,Email Panel,Targeted,01-06-2024,13334,0.93,0.52,0.17,0.03,4,2008,27270,No
CL00250,Client_250,Pune,Real Estate,Meta Verified API,Retargeting,31-08-2024,39937,0.79,0.41,0.08,0.11,24,11040,25064,No
CL00251,Client_251,Bangalore,Coaching Centers,Meta Verified API,Retargeting,30-04-2024,15656,0.77,0.4,0.05,0.02,16,30848,17942,No
CL00252,Client_252,Kolkata,IT Companies,SMS Panel,Bulk Broadcast,16-07-2024,3152,0.88,,,0.07,3,4194,48772,No
CL00253,Client_253,Hyderabad,Gyms,SMS Panel,Retargeting,25-05-2024,25949,0.85,,,0.08,2,1120,45771,No
CL00254,Client_254,Bhubaneswar,Hospitals,SMS Panel,Retargeting,28-08-2024,42117,0.81,,,0.07,36,46116,6952,No
CL00255,Client_255,Jaipur,Schools,Meta Verified API,Targeted,03-05-2024,34834,0.7,0.48,0.17,0.04,40,64640,693,No
CL00256,Client_256,Ahmedabad,Salons,SMS Panel,Retargeting,30-06-2024,2399,0.8,,,0.02,1,369,12294,No
CL00257,Client_257,Ahmedabad,Hospitals,Email Panel,Targeted,18-11-2024,6618,0.78,0.38,0.13,0.09,4,7072,9774,No
CL00258,Client_258,Bangalore,IT Companies,SMS Panel,Retargeting,20-06-2024,39353,0.91,,,0.05,20,8440,49068,Yes
CL00259,Client_259,Pune,Retail Shops,Email Panel,Lead Nurturing,09-11-2024,5639,0.75,0.53,0.06,0.08,3,4035,3086,No
CL00260,Client_260,Jaipur,Salons,SMS Panel,Bulk Broadcast,29-11-2024,44172,0.86,,,0.05,56,94920,38971,No
CL00261,Client_261,Bangalore,Startups,WhatsApp Panel,Bulk Broadcast,21-08-2024,36541,0.88,0.77,0.2,0.12,51,46665,49029,No
CL00262,Client_262,Chennai,Retail Shops,WhatsApp Panel,Bulk Broadcast,01-11-2024,44062,0.88,0.48,0.17,0.14,21,27384,17413,No
CL00263,Client_263,Chennai,Startups,Meta Verified API,Retargeting,17-05-2024,48121,0.93,0.43,0.15,0.07,44,37356,25984,No
CL00264,Client_264,Pune,Schools,Email Panel,Targeted,28-07-2024,43491,0.83,0.54,0.06,0.11,60,110700,14453,No
CL00265,Client_265,Pune,IT Companies,Email Panel,Retargeting,12-02-2024,1680,0.71,0.49,0.13,0.09,0,0,30324,No
CL00266,Client_266,Bangalore,Real Estate,SMS Panel,Lead Nurturing,18-03-2024,48626,0.87,,,0.08,66,98802,35889,No
CL00267,Client_267,Mumbai,Retail Shops,SMS Panel,Bulk Broadcast,03-01-2024,19376,0.82,,,0.07,23,31533,18723,No
CL00268,Client_268,Bangalore,IT Companies,SMS Panel,Lead Nurturing,10-11-2024,8610,0.99,,,0.03,2,3404,46401,Yes
CL00269,Client_269,Hyderabad,Coaching Centers,Email Panel,Targeted,11-12-2024,3571,0.87,0.4,0.03,0.02,3,3078,47708,No
CL00270,Client_270,Bangalore,Salons,SMS Panel,Targeted,15-07-2024,2282,0.79,,,0.04,0,0,43285,No
CL00271,Client_271,Pune,Hospitals,Meta Verified API,Lead Nurturing,06-02-2024,14959,0.85,0.29,0.1,0.04,17,17153,20551,No
CL00272,Client_272,Kolkata,Startups,SMS Panel,Retargeting,07-05-2024,10982,0.89,,,0.08,5,3230,8037,Yes
CL00273,Client_273,Mumbai,Retail Shops,Meta Verified API,Lead Nurturing,01-12-2024,14321,0.89,0.8,0.23,0.09,15,17535,21418,No
CL00274,Client_274,Bhubaneswar,Gyms,WhatsApp Panel,Retargeting,27-01-2024,5225,0.72,0.46,0.18,0.03,3,3513,46103,No
CL00275,Client_275,Kolkata,Real Estate,Meta Verified API,Lead Nurturing,16-06-2024,17838,0.86,0.31,0.06,0.12,11,5731,2829,No
CL00276,Client_276,Pune,IT Companies,SMS Panel,Lead Nurturing,30-09-2024,14357,0.93,,,0.14,5,9150,27006,No
CL00277,Client_277,Mumbai,Gyms,SMS Panel,Bulk Broadcast,05-03-2024,5594,0.74,,,0.15,8,6760,9470,No
CL00278,Client_278,Bhubaneswar,Retail Shops,Email Panel,Bulk Broadcast,16-07-2024,16564,0.94,0.58,0.16,0.02,14,16716,3577,No
CL00279,Client_279,Bangalore,Schools,SMS Panel,Targeted,15-02-2024,24266,0.94,,,0.12,17,15045,11711,No
CL00280,Client_280,Pune,Gyms,Meta Verified API,Targeted,29-05-2024,21834,0.79,0.36,0.06,0.02,24,38712,24319,No
CL00281,Client_281,Pune,Hospitals,WhatsApp Panel,Retargeting,26-08-2024,48162,0.87,0.53,0.2,0.08,84,74424,20707,No
CL00282,Client_282,Pune,Gyms,Meta Verified API,Retargeting,19-10-2024,1009,0.97,0.36,0.12,0.06,3,1638,46428,Yes
CL00283,Client_283,Bangalore,Gyms,WhatsApp Panel,Bulk Broadcast,07-03-2024,31500,0.93,0.72,0.11,0.02,16,30688,23620,Yes
CL00284,Client_284,Hyderabad,Real Estate,Email Panel,Targeted,27-05-2024,7842,0.9,0.46,0.18,0.1,6,4308,9181,No
CL00285,Client_285,Ahmedabad,Retail Shops,Meta Verified API,Bulk Broadcast,13-12-2024,24229,0.95,0.81,0.18,0.09,23,42780,45904,No
CL00286,Client_286,Jaipur,Hospitals,Email Panel,Targeted,06-04-2024,31241,0.85,0.46,0.05,0.06,1,1656,15057,No
CL00287,Client_287,Ahmedabad,IT Companies,SMS Panel,Targeted,16-11-2024,8016,0.74,,,0.14,12,9720,12216,Yes
CL00288,Client_288,Hyderabad,IT Companies,Email Panel,Bulk Broadcast,13-08-2024,3524,0.83,0.4,0.09,0.07,1,1457,10891,No
CL00289,Client_289,Delhi,Real Estate,Meta Verified API,Lead Nurturing,20-04-2024,32288,0.76,0.51,0.14,0.03,6,4848,33329,No
CL00290,Client_290,Kolkata,Real Estate,Meta Verified API,Targeted,08-02-2024,40030,0.83,0.28,0.11,0.02,44,72512,1198,Yes
CL00291,Client_291,Hyderabad,Hospitals,Meta Verified API,Retargeting,18-04-2024,33572,0.79,0.28,0.08,0.02,41,71873,43484,No
CL00292,Client_292,Jaipur,Hospitals,SMS Panel,Bulk Broadcast,11-12-2024,37192,0.94,,,0.1,20,10040,33162,No
CL00293,Client_293,Hyderabad,Startups,WhatsApp Panel,Lead Nurturing,12-10-2024,20050,0.85,0.47,0.05,0.13,11,9757,42210,No
CL00294,Client_294,Mumbai,Hotels,WhatsApp Panel,Bulk Broadcast,10-02-2024,35850,0.81,0.44,0.15,0.11,37,11877,15663,Yes
CL00295,Client_295,Pune,Startups,WhatsApp Panel,Targeted,25-08-2024,48304,0.84,0.26,0.04,0.12,12,20616,22317,No
CL00296,Client_296,Bhubaneswar,Coaching Centers,SMS Panel,Lead Nurturing,14-08-2024,17288,0.76,,,0.01,13,9308,31947,No
CL00297,Client_297,Chennai,Salons,Meta Verified API,Lead Nurturing,21-09-2024,41614,0.93,0.81,0.18,0.03,33,18612,13006,No
CL00298,Client_298,Pune,Coaching Centers,Meta Verified API,Bulk Broadcast,31-08-2024,48626,0.74,0.37,0.11,0.08,27,16038,1117,No
CL00299,Client_299,Bangalore,Startups,WhatsApp Panel,Lead Nurturing,03-05-2024,2540,0.83,0.64,0.23,0.14,2,2084,28503,No
CL00300,Client_300,Ahmedabad,Gyms,WhatsApp Panel,Targeted,29-09-2024,37229,0.9,0.51,0.07,0.13,7,5054,17357,No
CL00301,Client_301,Pune,Hospitals,WhatsApp Panel,Bulk Broadcast,21-04-2024,16658,0.83,0.57,0.16,0.14,17,25585,31077,No
CL00302,Client_302,Hyderabad,IT Companies,WhatsApp Panel,Lead Nurturing,13-03-2024,18656,0.72,0.44,0.05,0.11,16,22464,41577,No
CL00303,Client_303,Pune,Real Estate,WhatsApp Panel,Retargeting,11-12-2024,8829,0.71,0.25,0.08,0.02,0,0,30954,Yes
CL00304,Client_304,Delhi,IT Companies,Meta Verified API,Bulk Broadcast,28-01-2024,22491,0.98,0.73,0.13,0.05,15,19500,4341,No
CL00305,Client_305,Hyderabad,IT Companies,Email Panel,Targeted,10-03-2024,37542,0.89,0.37,0.04,0.02,45,84825,25771,Yes
CL00306,Client_306,Jaipur,Hotels,WhatsApp Panel,Retargeting,18-08-2024,39786,0.71,0.25,0.1,0.05,50,39350,47574,No
CL00307,Client_307,Delhi,Retail Shops,WhatsApp Panel,Targeted,10-10-2024,21335,0.88,0.67,0.18,0.08,6,11814,3587,No
CL00308,Client_308,Jaipur,Startups,WhatsApp Panel,Lead Nurturing,24-12-2024,45590,0.93,0.44,0.17,0.09,42,36708,36082,No
CL00309,Client_309,Pune,Hospitals,SMS Panel,Bulk Broadcast,10-01-2024,24110,0.8,,,0.14,8,13128,21201,Yes
CL00310,Client_310,Kolkata,Salons,Meta Verified API,Targeted,26-09-2024,22983,0.83,0.47,0.12,0.14,6,3786,28555,No
CL00311,Client_311,Mumbai,Salons,WhatsApp Panel,Lead Nurturing,18-02-2024,26297,0.76,0.63,0.17,0.05,46,79442,48798,No
CL00312,Client_312,Bhubaneswar,IT Companies,Meta Verified API,Lead Nurturing,23-10-2024,26086,0.92,0.53,0.18,0.11,33,57981,21406,No
CL00313,Client_313,Jaipur,Startups,SMS Panel,Bulk Broadcast,20-03-2024,22551,0.86,,,0.15,31,40238,42160,No
CL00314,Client_314,Hyderabad,IT Companies,Meta Verified API,Retargeting,11-06-2024,46974,0.74,0.54,0.18,0.04,33,39171,6625,No
CL00315,Client_315,Ahmedabad,Real Estate,WhatsApp Panel,Retargeting,22-08-2024,19437,0.86,0.61,0.22,0.1,18,31446,43011,No
CL00316,Client_316,Jaipur,Real Estate,Email Panel,Lead Nurturing,07-08-2024,18446,0.83,0.25,0.03,0.11,21,30051,12522,No
CL00317,Client_317,Kolkata,Coaching Centers,Email Panel,Lead Nurturing,23-09-2024,28894,0.82,0.64,0.08,0.09,34,55046,24555,No
CL00318,Client_318,Bhubaneswar,Schools,WhatsApp Panel,Retargeting,15-06-2024,29255,0.8,0.62,0.15,0.01,27,20952,4590,No
CL00319,Client_319,Kolkata,Hospitals,WhatsApp Panel,Lead Nurturing,30-01-2024,31173,0.76,0.66,0.12,0.06,7,6671,44835,Yes
CL00320,Client_320,Kolkata,Startups,SMS Panel,Retargeting,11-07-2024,44737,0.95,,,0.15,25,25525,9706,No
CL00321,Client_321,Delhi,Salons,SMS Panel,Bulk Broadcast,24-02-2024,3891,0.91,,,0.13,3,3864,32104,Yes
CL00322,Client_322,Chennai,Schools,Meta Verified API,Retargeting,02-02-2024,14373,0.82,0.59,0.03,0.1,10,11170,16266,No
CL00323,Client_323,Bhubaneswar,Gyms,Meta Verified API,Targeted,18-07-2024,32267,0.73,0.48,0.1,0.1,5,6100,40216,No
CL00324,Client_324,Pune,Startups,Email Panel,Lead Nurturing,11-05-2024,13555,0.86,0.55,0.14,0.1,14,10528,33161,No
CL00325,Client_325,Ahmedabad,Salons,SMS Panel,Retargeting,24-07-2024,16953,0.94,,,0.08,0,0,6349,No
CL00326,Client_326,Bhubaneswar,Salons,SMS Panel,Lead Nurturing,12-08-2024,31759,0.8,,,0.12,42,36624,5511,No
CL00327,Client_327,Pune,Salons,Meta Verified API,Targeted,13-02-2024,33129,0.83,0.32,0.05,0.07,4,5012,25540,No
CL00328,Client_328,Chennai,IT Companies,Email Panel,Targeted,31-05-2024,31159,0.87,0.65,0.26,0.14,15,13110,14350,No
CL00329,Client_329,Jaipur,Retail Shops,WhatsApp Panel,Bulk Broadcast,12-02-2024,26419,0.82,0.66,0.12,0.09,19,36252,3258,No
CL00330,Client_330,Bhubaneswar,Hotels,Email Panel,Lead Nurturing,03-01-2024,20948,0.81,0.41,0.02,0.01,23,29946,6113,No
CL00331,Client_331,Hyderabad,Hospitals,Meta Verified API,Retargeting,07-08-2024,6075,0.85,0.41,0.16,0.05,6,2046,17727,No
CL00332,Client_332,Bhubaneswar,Hospitals,WhatsApp Panel,Bulk Broadcast,03-04-2024,1839,0.94,0.39,0.13,0.07,0,0,33343,No
CL00333,Client_333,Delhi,Gyms,WhatsApp Panel,Lead Nurturing,07-08-2024,2899,0.72,0.53,0.12,0.07,4,3160,4037,No
CL00334,Client_334,Bhubaneswar,Salons,SMS Panel,Retargeting,08-07-2024,45058,0.75,,,0.1,13,22243,13864,No
CL00335,Client_335,Hyderabad,IT Companies,SMS Panel,Targeted,12-02-2024,15867,0.89,,,0.14,0,0,16320,No
CL00336,Client_336,Kolkata,Coaching Centers,Meta Verified API,Lead Nurturing,28-07-2024,4411,0.78,0.36,0.05,0.14,1,1496,27625,No
CL00337,Client_337,Bhubaneswar,Retail Shops,Meta Verified API,Bulk Broadcast,14-05-2024,36951,0.92,0.52,0.17,0.02,19,6289,48868,No
CL00338,Client_338,Bangalore,Retail Shops,Meta Verified API,Retargeting,21-02-2024,32124,0.72,0.61,0.06,0.08,19,33174,47085,No
CL00339,Client_339,Jaipur,Coaching Centers,Meta Verified API,Retargeting,17-10-2024,29543,0.96,0.3,0.08,0.14,33,57618,45197,No
CL00340,Client_340,Mumbai,Hotels,Email Panel,Bulk Broadcast,31-10-2024,38033,0.72,0.4,0.06,0.11,55,20845,28514,No
CL00341,Client_341,Hyderabad,IT Companies,SMS Panel,Lead Nurturing,15-08-2024,31172,0.76,,,0.09,32,14784,11746,No
CL00342,Client_342,Hyderabad,Hotels,WhatsApp Panel,Lead Nurturing,19-02-2024,5329,0.88,0.45,0.04,0.03,1,1903,9284,No
CL00343,Client_343,Bhubaneswar,Startups,WhatsApp Panel,Targeted,14-02-2024,37302,0.95,0.6,0.14,0.03,53,40598,33973,No
CL00344,Client_344,Chennai,Startups,Meta Verified API,Bulk Broadcast,07-06-2024,38145,0.91,0.57,0.04,0.07,24,8712,29124,Yes
CL00345,Client_345,Ahmedabad,IT Companies,SMS Panel,Bulk Broadcast,22-04-2024,42838,0.97,,,0.13,36,66276,22098,No
CL00346,Client_346,Jaipur,Hospitals,WhatsApp Panel,Lead Nurturing,29-05-2024,32481,0.89,0.56,0.04,0.08,32,29920,24206,No
CL00347,Client_347,Bhubaneswar,Schools,WhatsApp Panel,Targeted,30-01-2024,49649,0.93,0.39,0.05,0.03,30,54000,48454,No
CL00348,Client_348,Bhubaneswar,IT Companies,Email Panel,Retargeting,30-04-2024,5845,0.85,0.36,0.13,0.13,6,8730,39263,No
CL00349,Client_349,Pune,IT Companies,Meta Verified API,Lead Nurturing,19-06-2024,14799,0.83,0.74,0.24,0.01,2,2728,873,No
CL00350,Client_350,Kolkata,Gyms,SMS Panel,Bulk Broadcast,31-12-2024,40823,0.96,,,0.09,28,23548,10981,No
CL00351,Client_351,Hyderabad,IT Companies,WhatsApp Panel,Lead Nurturing,13-10-2024,26338,0.94,0.5,0.16,0.15,9,12114,25839,No
CL00352,Client_352,Bhubaneswar,Hotels,SMS Panel,Retargeting,07-09-2024,20866,0.78,,,0.12,20,13200,38540,No
CL00353,Client_353,Delhi,Gyms,WhatsApp Panel,Lead Nurturing,13-05-2024,6461,0.93,0.5,0.19,0.08,2,922,32951,No
CL00354,Client_354,Bangalore,Startups,Email Panel,Bulk Broadcast,15-01-2024,9363,0.93,0.46,0.16,0.14,9,14751,21975,Yes
CL00355,Client_355,Jaipur,Startups,WhatsApp Panel,Retargeting,11-08-2024,35840,0.74,0.31,0.04,0.14,35,34895,41028,No
CL00356,Client_356,Pune,Gyms,WhatsApp Panel,Lead Nurturing,23-08-2024,28427,0.88,0.31,0.11,0.12,31,55614,38158,No
CL00357,Client_357,Bhubaneswar,Hospitals,SMS Panel,Lead Nurturing,13-05-2024,6200,0.82,,,0.15,7,5005,28914,No
CL00358,Client_358,Kolkata,Gyms,SMS Panel,Retargeting,05-05-2024,21082,0.75,,,0.13,10,9810,25180,No
CL00359,Client_359,Kolkata,Gyms,Email Panel,Targeted,01-05-2024,5056,0.7,0.45,0.11,0.11,3,4515,21323,Yes
CL00360,Client_360,Bangalore,Hospitals,Email Panel,Targeted,10-09-2024,24362,0.91,0.38,0.13,0.12,23,21390,24287,No
CL00361,Client_361,Chennai,Hotels,Email Panel,Targeted,04-08-2024,49219,0.79,0.46,0.16,0.07,28,21700,8758,Yes
CL00362,Client_362,Chennai,Coaching Centers,Meta Verified API,Lead Nurturing,11-03-2024,27386,0.94,0.47,0.05,0.11,34,34884,24665,No
CL00363,Client_363,Hyderabad,Coaching Centers,Meta Verified API,Targeted,21-02-2024,34946,0.74,0.38,0.08,0.11,31,52886,11059,No
CL00364,Client_364,Mumbai,Salons,Meta Verified API,Bulk Broadcast,07-12-2024,21209,0.79,0.56,0.04,0.03,23,45471,26107,No
CL00365,Client_365,Chennai,Coaching Centers,Email Panel,Targeted,08-03-2024,12716,0.94,0.44,0.12,0.11,8,5376,19415,No
CL00366,Client_366,Pune,Salons,Meta Verified API,Targeted,27-12-2024,7323,0.76,0.24,0.04,0.1,14,16394,21542,No
CL00367,Client_367,Jaipur,Real Estate,WhatsApp Panel,Lead Nurturing,04-10-2024,13944,0.92,0.71,0.2,0.05,21,33663,23465,No
CL00368,Client_368,Hyderabad,Gyms,WhatsApp Panel,Lead Nurturing,05-05-2024,35521,0.86,0.32,0.07,0.07,42,40488,21728,No
CL00369,Client_369,Bangalore,Coaching Centers,WhatsApp Panel,Bulk Broadcast,20-10-2024,48508,0.98,0.36,0.07,0.02,72,22752,4959,No
CL00370,Client_370,Mumbai,Hotels,Email Panel,Targeted,09-02-2024,37551,0.95,0.45,0.17,0.12,35,53970,41514,No
CL00371,Client_371,Chennai,Coaching Centers,Email Panel,Lead Nurturing,31-08-2024,30354,0.91,0.44,0.15,0.05,35,54600,20242,Yes
CL00372,Client_372,Bangalore,Coaching Centers,WhatsApp Panel,Targeted,16-09-2024,7675,0.86,0.31,0.04,0.01,4,2564,19313,No
CL00373,Client_373,Delhi,Coaching Centers,Email Panel,Bulk Broadcast,23-03-2024,45684,0.87,0.42,0.07,0.11,9,17694,46584,Yes
CL00374,Client_374,Bangalore,Real Estate,SMS Panel,Retargeting,30-08-2024,18660,0.95,,,0.1,22,13464,1466,No
CL00375,Client_375,Mumbai,Hospitals,WhatsApp Panel,Targeted,09-10-2024,25137,0.75,0.26,0.03,0.12,3,4566,38140,Yes
CL00376,Client_376,Delhi,Schools,Email Panel,Bulk Broadcast,20-07-2024,18483,0.99,0.81,0.19,0.02,24,21912,33999,No
CL00377,Client_377,Pune,Gyms,Meta Verified API,Retargeting,09-09-2024,23211,0.73,0.26,0.1,0.1,35,44485,32893,No
CL00378,Client_378,Hyderabad,Hotels,WhatsApp Panel,Targeted,05-08-2024,46031,0.87,0.53,0.11,0.05,22,17468,49327,No
CL00379,Client_379,Hyderabad,Gyms,SMS Panel,Lead Nurturing,20-04-2024,41689,0.96,,,0.07,42,59682,17272,No
CL00380,Client_380,Kolkata,Coaching Centers,Email Panel,Retargeting,04-09-2024,32210,0.85,0.31,0.06,0.08,42,79632,6306,Yes
CL00381,Client_381,Hyderabad,Startups,WhatsApp Panel,Bulk Broadcast,11-08-2024,35430,0.92,0.56,0.15,0.02,13,21879,29393,No
CL00382,Client_382,Pune,Real Estate,Email Panel,Targeted,27-11-2024,6296,0.84,0.28,0.03,0.05,8,11128,17967,No
CL00383,Client_383,Mumbai,Salons,WhatsApp Panel,Retargeting,29-07-2024,11809,0.84,0.35,0.09,0.05,4,3128,14430,Yes
CL00384,Client_384,Ahmedabad,Salons,WhatsApp Panel,Lead Nurturing,04-11-2024,39376,0.7,0.21,0.03,0.02,7,12908,17081,No
CL00385,Client_385,Chennai,Schools,WhatsApp Panel,Targeted,20-04-2024,32029,0.93,0.6,0.14,0.05,53,42294,41923,No
